time,temperature_avg,temperature_min,temperature_max,relative_humidity,sunshine_duration,wind_velocity,precipitation,solar_radiation,evaporation
2019-12-11,25.325,22.8,32.9,87.879,5.5,0.503,0,540.8,5.8
2019-12-12,24.875,20.5,28.4,89.099,1.2,0.803,55.5,434.72,0
2019-12-13,25.65,22,32,86.528,4.2,0.494,0,68.64,2
2019-12-14,25.125,22.5,32,89.975,6.1,0.733,32.4,517.92,4.5
2019-12-15,25.875,22.8,31.6,86.927,5.1,0.820,141,713.44,0
2019-12-16,25.75,23,30.5,88.961,1.7,0.578,0,838.24,4.51
2019-12-17,24.25,24,31,96.170,3.3,0.669,3.3,838.24,2.53
2019-12-18,25.225,22,31.8,88.796,0,0.454,30.3,253.76,5.5
2019-12-19,25.625,22.8,31.2,87.847,6.4,0.694,8.2,318.24,7.69
2019-12-20,26.3,22.6,32.4,81.896,6.8,0.652,19.5,507.52,0.99
2019-12-21,26.3,22.8,33,87.054,7.6,0.671,22.6,794.56,4.96
2019-12-22,26.1,23,31.8,86.497,4.1,0.685,20.3,522.08,8.44
2019-12-23,26.2,22.2,32.4,85.707,0,0.701,9.1,732.16,2.12
2019-12-24,26.75,22.4,33,83.844,7.2,0.645,0,669.76,4.29
2019-12-25,25.95,23.8,29.4,89.759,0,0.824,5,588.64,5.68
2019-12-26,25.475,22,31.1,89.784,7.2,0.713,10.5,54.08,3.69
2019-12-27,25.45,22.8,31.3,89.526,2.9,0.618,21.3,511.68,2.34
2019-12-28,25.075,22,29.2,90.983,0,0.566,4,615.68,3.68
2019-12-29,26.1,22.8,30,84.131,2.6,0.585,0,245.44,2.66
2019-12-30,26.95,22.5,32.6,83.645,6.1,0.657,0,386.88,3.88
2019-12-31,25.65,23.5,30.4,92.022,3.2,0.744,20.6,607.36,6.55
